"","1","1.2","1.4","1.6","2","2.4","3"
"0",0.007,0.131,0.364,0.6,0.893,0.947,0.956
"0.1",-0.099,0.149,0.405,0.608,0.779,0.821,0.85
"0.2",-0.286,0.019,0.242,0.37,0.475,0.567,0.651
"0.3",-0.308,-0.0680000000000001,0.0509999999999999,0.116,0.185,0.278,0.417
"0.4",-0.19,-0.0559999999999999,0.002,0.016,0.054,0.1,0.225
"0.5",-0.114,-0.026,-0.004,0.002,0.01,0.03,0.097
"0.6",-0.0639999999999999,-0.012,-0.003,0,0.001,0.00900000000000001,0.047
