"","1","1.01","1.02","1.03","1.04","1.05","1.06","1.07","1.08","1.09","1.1"
"0",0.007,0.001,0.005,0.013,0.02,0.022,0.023,0.037,0.047,0.047,0.052
"0.1",-0.091,-0.078,-0.083,-0.066,-0.063,-0.054,-0.045,-0.023,-0.00700000000000001,0.005,0.013
"0.2",-0.28,-0.261,-0.237,-0.253,-0.219,-0.19,-0.183,-0.172,-0.174,-0.154,-0.134
"0.3",-0.317,-0.293,-0.27,-0.258,-0.241,-0.239,-0.217,-0.217,-0.197,-0.186,-0.182
"0.4",-0.189,-0.18,-0.181,-0.171,-0.174,-0.145,-0.147,-0.129,-0.13,-0.112,-0.105
"0.5",-0.11,-0.113,-0.097,-0.088,-0.085,-0.08,-0.076,-0.072,-0.0639999999999999,-0.0629999999999999,-0.053
"0.6",-0.0629999999999999,-0.0620000000000001,-0.0580000000000001,-0.0570000000000001,-0.051,-0.047,-0.042,-0.038,-0.035,-0.034,-0.032
