"","1","1.2","1.4","1.6","2","2.4","3"
"0",0.003,0.011,0.039,0.108,0.351,0.635,0.917
"0.1",0.025,0.059,0.139,0.266,0.577,0.822,0.973
"0.2",0.112,0.204,0.35,0.52,0.785,0.94,0.991
"0.3",0.309,0.466,0.614,0.744,0.921,0.979,0.999
"0.4",0.566,0.712,0.821,0.907,0.978,0.997,1
"0.5",0.789,0.869,0.938,0.971,0.995,0.999,1
"0.6",0.913,0.956,0.976,0.992,0.999,1,1
