"","1","1.2","1.4","1.6","2","2.4","3"
"0",0.002,0.054,0.147,0.269,0.538,0.753,0.912
"0.1",-0.091,0.04,0.198,0.338,0.553,0.669,0.723
"0.2",-0.196,-0.052,0.071,0.125,0.221,0.261,0.32
"0.3",-0.11,-0.044,-0.004,0.00900000000000001,0.028,0.046,0.076
"0.4",-0.036,-0.012,-0.005,0,0.001,0.004,0.00600000000000001
"0.5",-0.00900000000000001,-0.001,0,0,0,0,0.001
"0.6",-0.003,-0.001,0,0,0,0,0
