"","1","1.01","1.02","1.03","1.04","1.05","1.06","1.07","1.08","1.09","1.1"
"0",0,0,0.004,0.005,0.002,0.003,0.003,0.007,0.009,0.009,0.016
"0.1",-0.072,-0.065,-0.057,-0.057,-0.062,-0.044,-0.054,-0.047,-0.025,-0.03,-0.026
"0.2",-0.1,-0.106,-0.104,-0.103,-0.089,-0.091,-0.097,-0.082,-0.076,-0.083,-0.072
"0.3",-0.029,-0.03,-0.032,-0.03,-0.025,-0.027,-0.022,-0.027,-0.028,-0.022,-0.022
"0.4",-0.003,-0.004,-0.003,-0.003,-0.003,-0.002,-0.002,-0.004,-0.002,-0.003,-0.001
"0.5",0,-0.001,0,0,0,0,0,0,0,0,0
"0.6",0,0,0,0,0,0,0,0,0,0,0
