"","1","1.2","1.4","1.6","2","2.4","3"
"0",0.047,0.044,0.044,0.056,0.045,0.049,0.05
"0.1",0.402,0.396,0.39,0.388,0.391,0.369,0.357
"0.2",0.869,0.871,0.866,0.87,0.856,0.829,0.824
"0.3",0.993,0.994,0.992,0.993,0.99,0.989,0.985
"0.4",1,1,1,1,1,0.999,1
"0.5",1,1,1,1,1,1,1
"0.6",1,1,1,1,1,1,1
