"","1","1.01","1.02","1.03","1.04","1.05","1.06","1.07","1.08","1.09","1.1","1.11","1.12","1.13","1.14","1.15","1.16","1.17","1.18","1.19","1.2"
"0",0,0,0.004,0.003,0.001,0.004,0.007,0.011,0.01,0.012,0.006,0.014,0.016,0.018,0.027,0.023,0.018,0.023,0.023,0.034,0.026
"0.1",-0.063,-0.064,-0.062,-0.045,-0.057,-0.047,-0.05,-0.033,-0.032,-0.035,-0.034,-0.025,-0.027,-0.015,-0.00600000000000001,-0.00900000000000001,0.001,-0.005,0.00800000000000001,0.017,0.00600000000000001
"0.2",-0.101,-0.1,-0.106,-0.097,-0.092,-0.093,-0.087,-0.079,-0.078,-0.076,-0.0669999999999999,-0.072,-0.072,-0.0679999999999999,-0.071,-0.055,-0.056,-0.051,-0.049,-0.052,-0.039
"0.3",-0.028,-0.03,-0.029,-0.03,-0.032,-0.024,-0.026,-0.026,-0.027,-0.026,-0.022,-0.022,-0.018,-0.021,-0.023,-0.018,-0.016,-0.02,-0.019,-0.017,-0.014
"0.4",-0.002,-0.004,-0.004,-0.002,-0.002,-0.004,-0.003,-0.003,-0.003,-0.003,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.002,-0.001,-0.002,-0.001,-0.002
"0.5",0,0,0,0,0,0,0,0,-0.001,0,0,0,0,0,0,0,0,0,0,0,0
"0.6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
