"","1","1.2","1.4","1.6","2","2.4","3"
"0",0.049,0.049,0.053,0.052,0.043,0.048,0.044
"0.1",0.278,0.263,0.258,0.23,0.204,0.179,0.15
"0.2",0.676,0.65,0.61,0.578,0.523,0.433,0.349
"0.3",0.929,0.908,0.897,0.868,0.814,0.722,0.583
"0.4",0.993,0.988,0.983,0.979,0.946,0.9,0.775
"0.5",1,0.999,0.998,0.998,0.99,0.97,0.903
"0.6",1,1,1,1,0.999,0.991,0.953
