"","1","1.2","1.4","1.6","2","2.4","3"
"0",0.001,0.029,0.06,0.108,0.225,0.36,0.565
"0.1",-0.064,0.012,0.092,0.171,0.317,0.434,0.554
"0.2",-0.111,-0.047,0.005,0.043,0.098,0.142,0.167
"0.3",-0.035,-0.018,-0.00600000000000001,-0.002,0.005,0.01,0.015
"0.4",-0.003,-0.003,-0.001,-0.001,0,0.001,0
"0.5",-0.001,0,0,0,0,0,0
"0.6",0,0,0,0,0,0,0
