"","1","1.2","1.4","1.6","2","2.4","3"
"0",0.048,0.073,0.104,0.164,0.27,0.409,0.615
"0.1",0.338,0.408,0.482,0.559,0.708,0.803,0.911
"0.2",0.758,0.824,0.871,0.913,0.954,0.971,0.991
"0.3",0.958,0.976,0.986,0.991,0.995,0.999,1
"0.4",0.997,0.997,0.999,0.999,1,1,1
"0.5",0.999,1,1,1,1,1,1
"0.6",1,1,1,1,1,1,1
