,1,1.05,1.1,1.15,1.2,1.25,1.3
0,-0.00899999999999999,0.023,0.05,0.05,0.041,0.0149999999999999,0.005
0.05,-0.208,-0.034,0.0730000000000001,0.105,0.0559999999999999,0.024,0.00600000000000001
0.1,-0.306,-0.115,-0.0159999999999999,0.017,0.013,0.005,0.002
0.15,-0.08,-0.023,-0.004,-0.001,0,0,0
0.2,-0.00600000000000001,-0.002,0,0,0,0,0
